imdb_id,rating,score_count
95497,4,871
95497,4.5,222
95497,5,459
95515,2.5,1
95515,3,4
95515,3.5,4
95515,4,4
95515,4.5,1
95519,0.5,10
95519,1,44
95519,1.5,20
95519,2,114
95519,2.5,64
95519,3,147
95519,3.5,47
95519,4,52
95519,4.5,13
95519,5,16
95525,0.5,5
95525,1,2
95525,1.5,1
95525,2,8
95525,2.5,7
95525,3,13
95525,3.5,15
95525,4,21
95525,4.5,4
95525,5,11
95530,3,3
95530,3.5,2
95530,4,3
95530,4.5,1
95532,0.5,2
95532,1,3
95532,1.5,3
95532,2,22
95532,2.5,15
95532,3,63
95532,3.5,18
95532,4,44
95532,4.5,5
95532,5,2
95542,2.5,1
95560,0.5,27
95560,1,24
95560,1.5,21
95560,2,20
95560,2.5,19
95560,3,23
95560,3.5,10
95560,4,3
95560,4.5,5
95560,5,4
95564,1,7
95564,1.5,3
95564,2,27
95564,2.5,4
95564,3,94
95564,3.5,3
95564,4,65
95564,4.5,1
95564,5,19
95583,0.5,1
95583,1,7
95583,1.5,1
95583,2,8
95583,2.5,16
95583,3,29
95583,3.5,21
95583,4,15
95583,4.5,4
95583,5,3
95593,0.5,9
95593,1,83
95593,1.5,26
95593,2,294
95593,2.5,76
95593,3,763
95593,3.5,113
95593,4,515
95593,4.5,15
95593,5,87
95599,0.5,1
95599,1,6
95599,2,16
95599,2.5,7
95599,3,52
95599,3.5,10
95599,4,47
95599,4.5,4
95599,5,7
95607,1.5,2
95607,2,1
95607,3,4
95607,3.5,8
95607,4,6
95607,4.5,4
95607,5,1
95626,0.5,1
95626,1,1
95626,1.5,3
95626,2,3
95626,2.5,3
95626,3,2
95626,3.5,2
95626,4,2
95631,0.5,9
95631,1,33
95631,1.5,20
95631,2,197
95631,2.5,86
95631,3,1043
95631,3.5,504
95631,4,1996
95631,4.5,293
95631,5,880
95638,0.5,2
95638,1,9
95638,1.5,4
95638,2,22
95638,2.5,19
95638,3,102
95638,3.5,69
95638,4,155
95638,4.5,36
95638,5,60
95647,0.5,6
95647,1,29
95647,1.5,10
95647,2,82
95647,2.5,93
95647,3,548
95647,3.5,656
95647,4,1559
95647,4.5,541
95647,5,451
95649,2,6
95649,2.5,6
95649,3,20
95649,3.5,10
95649,4,20
95649,4.5,4
95649,5,6
95652,0.5,9
95652,1,109
95652,1.5,7
95652,2,199
95652,2.5,46
95652,3,308
95652,3.5,49
95652,4,127
95652,4.5,2
95652,5,29
95654,0.5,3
95654,1,12
95654,1.5,9
95654,2,57
95654,2.5,31
95654,3,106
95654,3.5,38
95654,4,45
95654,4.5,10
95654,5,10
95655,0.5,8
95655,1,5
95655,1.5,4
95655,2,13
95655,2.5,11
95655,3,23
95655,3.5,8
95655,4,13
95655,4.5,6
95655,5,5
95662,0.5,3
95662,1,9
95662,1.5,7
95662,2,23
95662,2.5,11
95662,3,40
95662,3.5,9
95662,4,24
95662,4.5,2
95662,5,5
95665,0.5,2
95665,1,3
95665,1.5,1
95665,2,5
95665,2.5,7
95665,3,12
95665,3.5,5
95665,4,8
95665,4.5,1
95675,0.5,9
95675,1,35
95675,1.5,16
95675,2,116
95675,2.5,45
95675,3,446
95675,3.5,180
95675,4,1026
95675,4.5,212
95675,5,609
95687,0.5,30
95687,1,89
95687,1.5,53
95687,2,237
95687,2.5,140
95687,3,245
95687,3.5,73
95687,4,75
95687,4.5,13
95687,5,11
95690,0.5,16
95690,1,43
95690,1.5,21
95690,2,187
95690,2.5,107
95690,3,606
95690,3.5,253
95690,4,562
95690,4.5,51
95690,5,112
95705,0.5,121
95705,1,228
95705,1.5,89
95705,2,424
95705,2.5,333
95705,3,1393
95705,3.5,1232
95705,4,2590
95705,4.5,755
95705,5,1121
95709,0.5,4
95709,1,30
95709,1.5,4
95709,2,64
95709,2.5,14
95709,3,178
95709,3.5,40
95709,4,248
95709,4.5,16
95709,5,109
95715,0.5,8
95715,1,3
95715,1.5,3
95715,2,7
95715,2.5,14
95715,3,33
95715,3.5,44
95715,4,70
95715,4.5,30
95715,5,38
95736,0.5,4
95736,1,22
95736,1.5,6
95736,2,53
95736,2.5,15
95736,3,40
95736,3.5,11
95736,4,4
95742,0.5,68
95742,1,353
95742,1.5,56
95742,2,352
95742,2.5,146
95742,3,445
95742,3.5,112
95742,4,184
95742,4.5,23
95742,5,69
95756,0.5,4
95756,1,1
95756,1.5,1
95756,2,2
95756,2.5,6
95756,3,12
95756,3.5,1
95756,4,4
95756,4.5,1
95756,5,1
95764,2.5,1
95764,3.5,4
95765,0.5,64
95765,1,98
95765,1.5,36
95765,2,263
95765,2.5,129
95765,3,962
95765,3.5,627
95765,4,2890
95765,4.5,1089
95765,5,3298
95774,0.5,1
95774,1.5,2
95774,2,5
95774,2.5,7
95774,3,25
95774,3.5,5
95774,4,8
95774,4.5,1
95774,5,1
95776,0.5,13
95776,1,83
95776,1.5,41
95776,2,222
95776,2.5,129
95776,3,997
95776,3.5,249
95776,4,684
95776,4.5,58
95776,5,244
95788,3.5,1
95788,4,1
95800,0.5,5
95800,1,29
95800,1.5,3
95800,2,86
95800,2.5,28
95800,3,278
95800,3.5,91
95800,4,321
95800,4.5,39
95800,5,98
95801,0.5,1
95801,1,13
95801,1.5,11
95801,2,40
95801,2.5,18
95801,3,126
95801,3.5,89
95801,4,203
95801,4.5,66
95801,5,95
95827,2,1
95827,3,4
95827,3.5,1
95827,4,1
95827,5,1
95853,0.5,1
95853,1.5,3
95853,2,9
95853,2.5,6
95853,3,24
95853,3.5,8
95853,4,12
95853,4.5,1
95853,5,2
95863,0.5,10
95863,1,55
95863,1.5,8
95863,2,72
95863,2.5,19
95863,3,117
95863,3.5,31
95863,4,93
95863,4.5,7
95863,5,17
95871,0.5,1
95871,1,2
95871,1.5,3
95871,2,2
95871,2.5,3
95871,3,8
95871,3.5,9
95871,4,6
95871,4.5,1
95880,1,1
95880,2.5,2
95880,3,1
95880,3.5,3
95880,4.5,1
95880,5,1
95882,0.5,251
95882,1,687
95882,1.5,158
95882,2,378
95882,2.5,165
95882,3,284
95882,3.5,119
95882,4,127
95882,4.5,26
95882,5,46
95889,0.5,50
95889,1,321
95889,1.5,58
95889,2,265
95889,2.5,88
95889,3,177
95889,3.5,29
95889,4,61
95889,4.5,7
95889,5,12
95895,0.5,5
95895,1,5
95895,1.5,5
95895,2,19
95895,2.5,19
95895,3,52
95895,3.5,60
95895,4,104
95895,4.5,52
95895,5,58
95897,0.5,3
95897,1,32
95897,1.5,14
95897,2,157
95897,2.5,58
95897,3,483
95897,3.5,92
95897,4,274
95897,4.5,12
95897,5,45
95903,0.5,1
95903,2.5,3
95903,3,4
95903,3.5,3
95904,0.5,1
95904,1,2
95904,1.5,1
95904,2,2
95904,2.5,9
95904,3,5
95904,3.5,4
95904,4,2
95916,1,1
95916,2,1
95916,2.5,5
95916,3,3
95916,3.5,5
95916,4,3
95916,4.5,1
95916,5,2
95925,0.5,19
95925,1,84
95925,1.5,20
95925,2,104
95925,2.5,50
95925,3,143
95925,3.5,45
95925,4,74
95925,4.5,10
95925,5,27
95927,0.5,7
95927,1,34
95927,1.5,11
95927,2,119
95927,2.5,38
95927,3,191
95927,3.5,39
95927,4,77
95927,4.5,3
95927,5,10
95953,0.5,65
95953,1,150
95953,1.5,114
95953,2,699
95953,2.5,660
95953,3,3801
95953,3.5,4029
95953,4,10177
95953,4.5,3453
95953,5,4665
95956,0.5,166
95956,1,597
95956,1.5,181
95956,2,781
95956,2.5,352
95956,3,839
95956,3.5,272
95956,4,346
95956,4.5,73
95956,5,111
95958,1,1
95958,2,2
95958,2.5,4
95958,3,3
95958,3.5,3
95963,0.5,13
95963,1,33
95963,1.5,34
95963,2,165
95963,2.5,168
95963,3,340
95963,3.5,120
95963,4,106
95963,4.5,29
95963,5,16
95977,0.5,8
95977,1,36
95977,1.5,6
95977,2,38
95977,2.5,6
95977,3,15
95977,3.5,1
95977,4,4
95977,4.5,1
95977,5,2
95989,0.5,24
95989,1,59
95989,1.5,18
95989,2,54
95989,2.5,23
95989,3,56
95989,3.5,20
95989,4,34
95989,4.5,2
95989,5,11
95990,0.5,14
95990,1,38
95990,1.5,10
95990,2,65
95990,2.5,46
95990,3,97
95990,3.5,47
95990,4,64
95990,4.5,11
95990,5,24
95993,0.5,6
95993,1,10
95993,1.5,4
95993,2,17
95993,2.5,25
95993,3,73
95993,3.5,21
95993,4,72
95993,4.5,17
95993,5,13
96003,1,1
96003,2,6
96003,2.5,1
96003,3,17
96003,3.5,6
96003,4,15
96003,5,4
96018,0.5,2
96018,1,1
96018,1.5,5
96018,2,19
96018,2.5,21
96018,3,106
96018,3.5,82
96018,4,179
96018,4.5,50
96018,5,58
96028,0.5,4
96028,1,3
96028,1.5,2
96028,2,6
96028,2.5,13
96028,3,35
96028,3.5,46
96028,4,135
96028,4.5,38
96028,5,47
96029,0.5,1
96029,1,2
96029,1.5,2
96029,2,6
96029,2.5,3
96029,3,6
96029,3.5,4
96029,4,19
96029,4.5,1
96029,5,4
96030,0.5,3
96030,1,9
96030,1.5,5
96030,2,7
96030,2.5,1
96030,3,9
96030,3.5,2
96030,4.5,1
96037,0.5,6
96037,1,20
96037,1.5,4
96037,2,30
96037,2.5,11
96037,3,33
96037,3.5,5
96037,4,8
96037,4.5,1
96037,5,6
96046,0.5,1
96046,1,1
96046,1.5,1
96046,2,4
96046,2.5,3
96046,3,7
96046,3.5,5
96046,4,1
96046,4.5,1
96054,0.5,5
96054,1,27
96054,1.5,8
96054,2,69
96054,2.5,14
96054,3,113
96054,3.5,21
96054,4,67
96054,4.5,5
96054,5,14
96061,0.5,26
96061,1,95
96061,1.5,47
96061,2,437
96061,2.5,264
96061,3,1363
96061,3.5,767
96061,4,1656
96061,4.5,314
96061,5,453
96071,0.5,10
96071,1,24
96071,1.5,13
96071,2,87
96071,2.5,58
96071,3,235
96071,3.5,130
96071,4,189
96071,4.5,33
96071,5,40
96073,0.5,6
96073,1,69
96073,1.5,15
96073,2,208
96073,2.5,65
96073,3,434
96073,3.5,87
96073,4,347
96073,4.5,17
96073,5,77
96087,0.5,1
96087,1,3
96087,1.5,1
96087,2,12
96087,2.5,2
96087,3,18
96087,3.5,7
96087,4,4
96087,5,1
96094,0.5,7
96094,1,48
96094,1.5,18
96094,2,168
96094,2.5,57
96094,3,262
96094,3.5,56
96094,4,140
96094,4.5,9
96094,5,22
96098,0.5,3
96098,1,6
96098,1.5,1
96098,2,17
96098,2.5,19
96098,3,97
96098,3.5,44
96098,4,74
96098,4.5,9
96098,5,11
96101,0.5,53
96101,1,190
96101,1.5,74
96101,2,355
96101,2.5,159
96101,3,349
96101,3.5,154
96101,4,160
96101,4.5,33
96101,5,39
96142,0.5,3
96142,1,1
96142,1.5,3
96142,2,2
96142,2.5,3
96142,3,7
96142,3.5,1
96142,4,3
96142,4.5,2
96142,5,1
96161,2,2
96161,2.5,1
96161,3,1
96163,0.5,19
96163,1,16
96163,1.5,7
96163,2,28
96163,2.5,41
96163,3,128
96163,3.5,219
96163,4,539
96163,4.5,259
96163,5,269
96166,1,10
96166,2,16
96166,2.5,1
96166,3,22
96166,3.5,1
96166,4,9
96171,0.5,4
96171,1,18
96171,1.5,6
96171,2,47
96171,2.5,8
96171,3,102
96171,3.5,12
96171,4,92
96171,4.5,6
96171,5,33
96180,1,4
96180,1.5,2
96180,2,11
96180,2.5,5
96180,3,32
96180,3.5,9
96180,4,18
96180,4.5,3
96180,5,6
96193,0.5,3
96193,1,5
96193,1.5,2
96193,2,12
96193,2.5,4
96193,3,17
96193,3.5,4
96193,4,10
96200,1,2
96200,2,4
96200,2.5,4
96200,3,15
96200,3.5,7
96200,4,2
96200,4.5,1
96200,5,1
96203,1,6
96203,1.5,1
96203,2,23
96203,2.5,8
96203,3,26
96203,3.5,7
96203,4,10
96203,5,1
96211,0.5,2
96211,1,1
96211,2,9
96211,2.5,1
96211,3,19
96211,3.5,2
96211,4,5
96211,5,3
96218,1,1
96218,2,1
96218,2.5,3
96218,3,2
96218,3.5,6
96218,4,13
96218,4.5,2
96219,0.5,2
96219,1,13
96219,1.5,3
96219,2,47
96219,2.5,25
96219,3,240
96219,3.5,87
96219,4,256
96219,4.5,30
96219,5,76
96223,0.5,1
96223,1,10
96223,1.5,6
96223,2,38
96223,2.5,12
96223,3,57
96223,3.5,30
96223,4,53
96223,4.5,2
96223,5,24
96241,0.5,11
96241,1,6
96241,1.5,3
96241,2,4
96241,2.5,2
96241,3,6
96241,3.5,5
96241,4.5,1
96243,1,1
96243,2.5,1
96243,3,1
96243,3.5,3
96243,4.5,1
96244,0.5,8
96244,1,81
96244,1.5,27
96244,2,335
96244,2.5,112
96244,3,735
96244,3.5,111
96244,4,413
96244,4.5,19
96244,5,73
96246,1,1
96246,2,2
96246,2.5,3
96246,3,2
96246,3.5,1
96251,0.5,18
96251,1,17
96251,1.5,12
96251,2,36
96251,2.5,31
96251,3,102
96251,3.5,90
96251,4,150
96251,4.5,57
96251,5,73
96256,0.5,10
96256,1,27
96256,1.5,28
96256,2,102
96256,2.5,123
96256,3,431
96256,3.5,497
96256,4,703
96256,4.5,237
96256,5,247
96257,0.5,10
96257,1,17
96257,1.5,2
96257,2,58
96257,2.5,35
96257,3,350
96257,3.5,163
96257,4,992
96257,4.5,242
96257,5,869
96259,0.5,3
96259,1,4
96259,2,23
96259,2.5,2
96259,3,83
96259,3.5,25
96259,4,134
96259,4.5,7
96259,5,44
96280,2,4
96280,2.5,3
96280,3,7
96280,3.5,1
96280,4,5
96280,5,1
96283,0.5,109
96283,1,86
96283,1.5,32
96283,2,119
96283,2.5,169
96283,3,592
96283,3.5,1032
96283,4,2503
96283,4.5,1910
96283,5,2788
96288,0.5,2
96288,1,2
96288,1.5,2
96288,2,3
96288,2.5,3
96288,3,5
96288,3.5,8
96288,4,16
96288,4.5,11
96288,5,18
96289,0.5,4
96289,1,7
96289,1.5,2
96289,2,13
96289,2.5,13
96289,3,64
96289,3.5,58
96289,4,124
96289,4.5,45
96289,5,80
96294,0.5,1
96294,1,5
96294,1.5,2
96294,2,6
96294,2.5,3
96294,3,18
96294,3.5,8
96294,4,8
96294,5,2
96310,0.5,1
96310,1,3
96310,2,2
96310,2.5,2
96310,3,1
96310,3.5,3
96316,0.5,2
96316,1,10
96316,1.5,6
96316,2,44
96316,2.5,56
96316,3,261
96316,3.5,138
96316,4,290
96316,4.5,41
96316,5,45
96320,0.5,84
96320,1,139
96320,1.5,158
96320,2,517
96320,2.5,436
96320,3,941
96320,3.5,467
96320,4,462
96320,4.5,75
96320,5,55
96321,0.5,10
96321,1,8
96321,1.5,21
96321,2,51
96321,2.5,46
96321,3,96
96321,3.5,89
96321,4,49
96321,4.5,18
96321,5,14
96324,0.5,9
96324,1,34
96324,1.5,12
96324,2,81
96324,2.5,21
96324,3,72
96324,3.5,10
96324,4,29
96324,4.5,4
96324,5,7
96328,0.5,14
96328,1,61
96328,1.5,7
96328,2,95
96328,2.5,23
96328,3,257
96328,3.5,78
96328,4,313
96328,4.5,39
96328,5,143
96332,0.5,13
96332,1,99
96332,1.5,16
96332,2,231
96332,2.5,65
96332,3,710
96332,3.5,198
96332,4,1072
96332,4.5,185
96332,5,628
96336,0.5,1
96336,2.5,2
96336,3,6
96336,3.5,17
96336,4,12
96336,4.5,4
96336,5,4
96337,2,1
96337,2.5,2
96337,3.5,2
96337,5,1
96378,0.5,2
96378,1,59
96378,1.5,8
96378,2,77
96378,2.5,18
96378,3,73
96378,3.5,6
96378,4,31
96378,5,12
96380,0.5,4
96380,1,37
96380,1.5,12
96380,2,103
96380,2.5,39
96380,3,90
96380,3.5,30
96380,4,22
96380,4.5,9
96380,5,6
96386,0.5,1
96386,2,1
96386,2.5,1
96386,3,4
96386,3.5,6
96386,4,7
96386,4.5,2
96386,5,1
96409,0.5,1
96409,2,3
96409,2.5,2
96409,3,5
96409,3.5,7
96409,4,5
96409,4.5,3
96409,5,2
96425,0.5,3
96425,1,17
96425,1.5,5
96425,2,37
96425,2.5,16
96425,3,32
96425,3.5,11
96425,4,14
96425,4.5,1
96426,0.5,4
96426,1,21
96426,1.5,3
96426,2,27
96426,2.5,20
96426,3,74
96426,3.5,30
96426,4,40
96426,4.5,4
96426,5,9
96438,0.5,168
96438,1,473
96438,1.5,249
96438,2,1365
96438,2.5,1017
96438,3,4906
96438,3.5,2884
96438,4,6959
96438,4.5,1363
96438,5,2515
96440,0.5,1
96440,3.5,1
96440,5,2
96446,0.5,76
96446,1,257
96446,1.5,92
96446,2,801
96446,2.5,395
96446,3,2127
96446,3.5,1150
96446,4,2707
96446,4.5,545
96446,5,1024
96454,0.5,1
96454,1,7
96454,2,24
96454,2.5,20
96454,3,89
96454,3.5,53
96454,4,96
96454,4.5,25
96454,5,31
96461,0.5,1
96461,2,3
96461,2.5,8
96461,3,21
96461,3.5,18
96461,4,15
96461,4.5,5
96461,5,4
96464,2.5,2
96464,3,1
96464,3.5,4
96464,4,3
96464,4.5,1
96466,0.5,2
96466,1,2
96466,1.5,2
96466,2,8
96466,2.5,2
96466,3,6
96466,3.5,1
96466,4,1
96466,4.5,1
96486,0.5,28
96486,1,89
96486,1.5,47
96486,2,149
96486,2.5,96
96486,3,219
96486,3.5,71
96486,4,75
96486,4.5,16
96486,5,27
96487,0.5,57
96487,1,185
96487,1.5,70
96487,2,637
96487,2.5,332
96487,3,2001
96487,3.5,697
96487,4,1753
96487,4.5,192
96487,5,456
96734,0.5,32
96734,1,209
96734,1.5,46
96734,2,482
96734,2.5,198
96734,3,898
96734,3.5,436
96734,4,654
96734,4.5,145
96734,5,220
96740,1.5,1
96740,3,3
96740,3.5,5
96740,4,1
96740,5,1
96754,0.5,56
96754,1,258
96754,1.5,70
96754,2,921
96754,2.5,480
96754,3,4064
96754,3.5,1982
96754,4,6214
96754,4.5,1178
96754,5,2345
96764,0.5,22
96764,1,73
96764,1.5,38
96764,2,193
96764,2.5,176
96764,3,592
96764,3.5,555
96764,4,1009
96764,4.5,346
96764,5,395
96769,0.5,1
96769,1,1
96769,1.5,1
96769,2,1
96769,2.5,2
96769,3,2
96769,4,1
96787,0.5,44
96787,1,166
96787,1.5,54
96787,2,363
96787,2.5,192
96787,3,780
96787,3.5,298
96787,4,517
96787,4.5,93
96787,5,147
96794,0.5,10
96794,1,30
96794,1.5,17
96794,2,112
96794,2.5,86
96794,3,303
96794,3.5,145
96794,4,252
96794,4.5,35
96794,5,77
96804,0.5,24
96804,1,41
96804,1.5,19
96804,2,34
96804,2.5,16
96804,3,28
96804,3.5,5
96804,4,12
96804,4.5,1
96804,5,2
96841,1.5,1
96841,2.5,1
96841,3,3
96841,4,4
96841,4.5,3
96841,5,1
96842,0.5,4
96842,1,1
96842,1.5,1
96842,2,1
96842,2.5,3
96842,3,13
96842,3.5,12
96842,4,19
96842,4.5,3
96842,5,9
96870,0.5,26
96870,1,22
96870,1.5,7
96870,2,21
96870,2.5,12
96870,3,23
96870,3.5,5
96870,4,12
96870,4.5,1
96870,5,1
96874,0.5,166
96874,1,436
96874,1.5,288
96874,2,1643
96874,2.5,1126
96874,3,4931
96874,3.5,3327
96874,4,6126
96874,4.5,2005
96874,5,2942
96880,0.5,3
96880,1,3
96880,1.5,1
96880,2,8
96880,2.5,3
96880,3,17
96880,3.5,18
96880,4,40
96880,4.5,17
96880,5,26
96894,2.5,2
96894,3.5,2
96894,4,3
96894,4.5,2
96894,5,1
96895,0.5,160
96895,1,798
96895,1.5,296
96895,2,2859
96895,2.5,1214
96895,3,17120
96895,3.5,3984
96895,4,12623
96895,4.5,1745
96895,5,3311
96908,1.5,1
96908,2.5,2
96908,3,5
96908,3.5,4
96908,4,9
96908,5,7
96913,0.5,7
96913,1,14
96913,1.5,15
96913,2,44
96913,2.5,23
96913,3,89
96913,3.5,29
96913,4,56
96913,4.5,9
96913,5,16
96921,1,1
96921,2,1
96921,2.5,3
96921,3,4
96921,3.5,2
96921,4,1
96921,5,2
96926,0.5,2
96926,1,7
96926,1.5,1
96926,2,33
96926,2.5,14
96926,3,80
96926,3.5,39
96926,4,89
96926,4.5,3
96926,5,20
96928,0.5,119
96928,1,222
96928,1.5,169
96928,2,627
96928,2.5,596
96928,3,2010
96928,3.5,1617
96928,4,2358
96928,4.5,603
96928,5,668
96933,0.5,9
96933,1,23
96933,1.5,21
96933,2,144
96933,2.5,101
96933,3,398
96933,3.5,202
96933,4,244
96933,4.5,29
96933,5,23
96943,0.5,1
96943,1,6
96943,1.5,2
96943,2,23
96943,2.5,11
96943,3,64
96943,3.5,21
96943,4,48
96943,4.5,2
96943,5,4
96945,0.5,3
96945,1,14
96945,1.5,10
96945,2,51
96945,2.5,32
96945,3,113
96945,3.5,77
96945,4,54
96945,4.5,10
96945,5,11
96952,1.5,1
96952,2,1
96953,0.5,1
96953,1.5,3
96953,2,1
96953,3,3
96969,0.5,27
96969,1,79
96969,1.5,39
96969,2,279
96969,2.5,189
96969,3,986
96969,3.5,605
96969,4,1204
96969,4.5,226
96969,5,264
96976,1,1
96976,2,7
96976,2.5,6
96976,3,24
96976,3.5,7
96976,4,21
96976,5,2
96978,0.5,8
96978,1,35
96978,1.5,3
96978,2,15
96978,2.5,4
96978,3,9
96978,3.5,6
96978,4,2
96978,5,1
97001,0.5,15
97001,1,18
97001,1.5,7
97001,2,7
97001,2.5,11
97001,3,13
97001,3.5,5
97001,4,6
97001,5,2
97008,0.5,2
97008,1,1
97008,2.5,3
97008,3,1
97027,0.5,4
97027,1,11
97027,1.5,9
97027,2,62
97027,2.5,32
97027,3,206
97027,3.5,140
97027,4,214
97027,4.5,30
97027,5,35
97028,1,1
97028,1.5,1
97028,2,1
97028,2.5,4
97028,3,2
97028,3.5,2
97028,4,1
97028,4.5,1
97033,0.5,1
97033,2.5,1
97033,3.5,1
97033,5,1
97044,0.5,6
97044,1,7
97044,1.5,12
97044,2,31
97044,2.5,31
97044,3,146
97044,3.5,49
97044,4,117
97044,4.5,12
97044,5,20
97050,0.5,21
97050,1,78
97050,1.5,14
97050,2,134
97050,2.5,92
97050,3,406
97050,3.5,154
97050,4,367
97050,4.5,59
97050,5,122
97053,1,9
97053,2,14
97053,2.5,3
97053,3,18
97053,3.5,3
97053,4,11
97053,5,1
97095,0.5,1
97095,1,1
97095,1.5,1
97095,2,1
97095,2.5,1
97095,3,4
97095,3.5,3
97095,4,6
97095,4.5,2
97095,5,1
97100,0.5,5
97100,1,39
97100,1.5,4
97100,2,78
97100,2.5,18
97100,3,121
97100,3.5,16
97100,4,70
97100,4.5,2
97100,5,23
97106,0.5,2
97106,1,3
97106,2,5
97106,2.5,1
97106,3,12
97106,3.5,10
97106,4,19
97106,4.5,9
97106,5,15
97108,0.5,50
97108,1,223
97108,1.5,23
97108,2,277
97108,2.5,64
97108,3,550
97108,3.5,209
97108,4,810
97108,4.5,207
97108,5,518
97109,0.5,1
97109,1,7
97109,2,17
97109,2.5,4
97109,3,15
97109,3.5,6
97109,4,8
97109,5,3
97115,0.5,1
97115,3,1
97115,3.5,4
97116,0.5,2
97116,1,11
97116,1.5,2
97116,2,31
97116,2.5,14
97116,3,92
97116,3.5,30
97116,4,58
97116,4.5,3
97116,5,14
97123,0.5,17
97123,1,43
97123,1.5,12
97123,2,125
97123,2.5,75
97123,3,565
97123,3.5,285
97123,4,1392
97123,4.5,440
97123,5,1114
97125,0.5,3
97125,1,3
97125,1.5,1
97125,2,7
97125,2.5,2
97125,3,19
97125,3.5,4
97125,4,14
97125,4.5,3
97125,5,1
97138,0.5,35
97138,1,78
97138,1.5,45
97138,2,128
97138,2.5,68
97138,3,142
97138,3.5,34
97138,4,34
97138,4.5,4
97138,5,12
97142,0.5,1
97142,1,4
97142,1.5,3
97142,2,12
97142,2.5,8
97142,3,42
97142,3.5,18
97142,4,23
97142,4.5,5
97142,5,8
97162,0.5,9
97162,1,30
97162,1.5,18
97162,2,175
97162,2.5,87
97162,3,821
97162,3.5,311
97162,4,1253
97162,4.5,99
97162,5,312
97165,0.5,111
97165,1,221
97165,1.5,148
97165,2,743
97165,2.5,676
97165,3,3319
97165,3.5,2963
97165,4,8278
97165,4.5,3420
97165,5,5075
97166,0.5,4
97166,1,6
97166,1.5,3
97166,2,17
97166,2.5,9
97166,3,28
97166,3.5,4
97166,4,8
97166,4.5,1
97179,0.5,5
97179,1,40
97179,1.5,14
97179,2,110
97179,2.5,42
97179,3,98
97179,3.5,24
97179,4,33
97179,4.5,3
97179,5,2
97195,2.5,1
97195,3,1
97195,3.5,2
97195,4,2
97195,4.5,2
97195,5,4
97202,0.5,22
97202,1,43
97202,1.5,7
97202,2,72
97202,2.5,43
97202,3,305
97202,3.5,246
97202,4,882
97202,4.5,306
97202,5,805
97211,0.5,3
97211,1,2
97211,1.5,5
97211,2,14
97211,2.5,6
97211,3,30
97211,3.5,8
97211,4,17
97211,4.5,2
97211,5,5
97216,0.5,41
97216,1,100
97216,1.5,43
97216,2,245
97216,2.5,141
97216,3,927
97216,3.5,579
97216,4,2045
97216,4.5,610
97216,5,1302
97223,0.5,6
97223,1,10
97223,1.5,1
97223,2,14
97223,2.5,11
97223,3,35
97223,3.5,37
97223,4,138
97223,4.5,79
97223,5,122
97235,0.5,4
97235,1,10
97235,1.5,6
97235,2,33
97235,2.5,39
97235,3,164
97235,3.5,78
97235,4,89
97235,4.5,11
97235,5,23
97236,0.5,8
97236,1,27
97236,1.5,8
97236,2,47
97236,2.5,22
97236,3,62
97236,3.5,25
97236,4,36
97236,4.5,6
97236,5,11
97239,0.5,57
97239,1,128
97239,1.5,66
97239,2,368
97239,2.5,302
97239,3,1596
97239,3.5,979
97239,4,3018
97239,4.5,629
97239,5,1198
97240,0.5,4
97240,1,38
97240,1.5,9
97240,2,154
97240,2.5,79
97240,3,625
97240,3.5,338
97240,4,1399
97240,4.5,247
97240,5,691
97243,2,9
97243,2.5,9
97243,3,30
97243,3.5,13
97243,4,50
97243,4.5,2
97243,5,6
97257,0.5,31
97257,1,122
97257,1.5,61
97257,2,291
97257,2.5,155
97257,3,409
97257,3.5,143
97257,4,207
97257,4.5,17
97257,5,46
97261,0.5,2
97261,2,2
97261,2.5,3
97261,3,8
97261,3.5,10
97261,4,5
97261,4.5,1
97261,5,1
97262,0.5,11
97262,1,25
97262,1.5,4
97262,2,31
97262,2.5,9
97262,3,26
97262,3.5,9
97262,4,10
97262,4.5,2
97262,5,3
97276,1,4
97276,1.5,1
97276,2,7
97276,2.5,5
97276,3,25
97276,3.5,9
97276,4,55
97276,4.5,9
97276,5,9
97289,0.5,5
97289,1,21
97289,1.5,17
97289,2,45
97289,2.5,39
97289,3,136
97289,3.5,84
97289,4,136
97289,4.5,20
97289,5,36
97302,2,1
97302,2.5,2
97302,4,1
97314,0.5,6
97314,1,10
97314,1.5,5
97314,2,20
97314,2.5,7
97314,3,14
97314,3.5,3
97314,4,5
97314,5,2
97322,0.5,7
97322,1,33
97322,1.5,11
97322,2,154
97322,2.5,88
97322,3,584
97322,3.5,166
97322,4,535
97322,4.5,45
97322,5,102
97328,0.5,5
97328,1,5
97328,1.5,10
97328,2,54
97328,2.5,36
97328,3,105
97328,3.5,34
97328,4,26
97328,4.5,5
97328,5,4
97332,2.5,1
97332,3,2
97332,3.5,2
97334,0.5,3
97334,1,3
97334,2,9
97334,2.5,7
97334,3,27
97334,3.5,1
97334,4,7
97334,4.5,2
97334,5,2
97335,1.5,1
97335,3,1
97336,0.5,1
97336,1,2
97336,1.5,7
97336,2,18
97336,2.5,20
97336,3,84
97336,3.5,50
97336,4,98
97336,4.5,8
97336,5,10
97351,0.5,96
97351,1,230
97351,1.5,129
97351,2,718
97351,2.5,502
97351,3,2592
97351,3.5,1457
97351,4,3799
97351,4.5,906
97351,5,1923
97366,0.5,18
97366,1,181
